Timestamp,Pose_X,Pose_Y,Pose_Z,Pose_Rx,Pose_Ry,Pose_Rz,Force_X,Force_Y,Force_Z,Torque_X,Torque_Y,Torque_Z,Q_w1,Q_w2,Q_w3,Y
0.0074918270111083,-0.5539787398468191,0.3577162777586715,0.5085574050652857,-2.138341857460154,-0.7811524799562817,1.4951852056187855,-0.0770529460274322,0.069307021580497,0.2768734617195155,0.0033181768805295,-0.0075933564781942,-0.0001858214960755,3.660912199611328,-0.5479806105243128,0.2432386875152588,1.0
0.0095391273498535,-0.5539821838307573,0.3577057402509219,0.5085519348576231,-2.138351989748137,-0.781166109605424,1.4952379121138486,-0.0191334962422977,-0.1145139433965187,0.0912553183395892,0.0024510124256847,-0.0059868919200149,-0.0014656456484684,3.6609160143085937,-0.5479419867144983,0.2432422786951065,
0.011587381362915,-0.5539894353665853,0.3577103675846951,0.5085444308430968,-2.138364137480608,-0.7811853079818898,1.4951901827145508,0.0613057268564738,0.06936870202101,0.1997706708788508,-0.0041550576346267,-0.0047575034258807,0.0019241361914911,3.660934610957764,-0.5479839483844202,0.2432148456573486,
0.0136384963989257,-0.5539801112150265,0.3577046907352244,0.5085710898104869,-2.138303972098195,-0.7811990919090629,1.4952043985148409,0.081641304634403,0.1557678703143682,0.085489406556642,0.0005431777445619,-0.0008602234293041,0.0024507710628779,3.660923643703125,-0.5479524771319788,0.2432148456573486,
0.0157179832458496,-0.5539784265046217,0.3577087818078099,0.5085681197949151,-2.1383155735632218,-0.7812042458925088,1.4951697005437736,0.1018964552650643,-0.0042801067055515,-0.0970567370144831,-0.0303467609475941,0.0019420784709581,-0.0123076061261841,3.660954638118408,-0.5479753653155726,0.2431873083114624,
0.0178184509277343,-0.5539688319594389,0.3577214492562291,0.5085675280689569,-2.1382140523516395,-0.7812987927667514,1.4951174505679237,-0.1136570015357281,-0.0858336544474846,0.1744076805783642,-0.0497511006408905,-0.0006451423149075,-0.0134762305348679,3.660927458400391,-0.5479524771319788,0.243068665266037,
0.0199334621429443,-0.5539730871791523,0.3577144501368338,0.5085795796523543,-2.1381005193585394,-0.7814317073618615,1.4950458866039469,-0.0017571396910721,0.0550660806106423,0.135722897490286,-0.084941162908732,-0.0117679882144192,-0.0533248763155414,3.6609083849140633,-0.5479648748980921,0.2429572939872741,
0.0219862461090087,-0.553983447790232,0.3577058805406164,0.508569174775507,-2.1380418062020814,-0.7815457051564777,1.4950477080812397,0.1032723887990577,-0.2392818419068413,-0.1852541986477438,-0.1348413747284754,-0.0117979436993939,-0.0645281975476962,3.6608926492878417,-0.5479343573199671,0.242868959903717,
0.0240607261657714,-0.5539905907116363,0.3576951849597803,0.5085547077061034,-2.1380109794776314,-0.7816575460200663,1.4949918486005291,-0.2508533911925985,-0.4478568106367682,0.0301548881528998,-0.1921877219486798,-0.0075815479453922,-0.0712147034331712,3.660923643703125,-0.5479524771319788,0.2427536696195602,
0.0261266231536865,-0.5539795439250128,0.3576917468330917,0.5085931515013916,-2.1378022207805456,-0.7818458097067448,1.494929100632817,-0.1975475359433008,-0.236791149943998,0.1802682550540572,-0.2361159372620606,-0.0110955785103608,-0.0959993165595382,3.6609083849140633,-0.5479028860675257,0.2425787448883056,
0.0281746387481689,-0.5539796807083962,0.3576982208052264,0.508571225082086,-2.137764576436315,-0.7819653265782408,1.4947886087885152,-0.2324107077072099,-0.0226355845287093,-0.069041755393992,-0.2849175295843509,-0.0060575632092061,-0.1216504725805847,3.660954638118408,-0.5479682127581995,0.2424077242612838,
0.0302202701568603,-0.5539688083655139,0.3577099619236106,0.5085958870851899,-2.1375658477523016,-0.7821540531170779,1.4947142448612518,-0.2243038563865299,-0.2283233536523188,-0.2185116455774552,-0.2877445232301067,-0.014942043153082,-0.1198032044346903,3.660939856166504,-0.5479186216937464,0.2422083765268325,
0.0322687625885009,-0.5539825950017672,0.3577000685564154,0.5085781092308131,-2.137453007094906,-0.7823647910974099,1.494616330145102,-0.2822470355707524,-0.3186318085874164,-0.0681094838601554,-0.2604731997113442,-0.0155150842653553,-0.1212059455411524,3.660927458400391,-0.5479376951800745,0.2420124560594558,
0.0343725681304931,-0.5539818431095146,0.3577074357371215,0.5085605815167598,-2.137309374052251,-0.7825893395157465,1.494478821322913,-0.26751689453315,-0.4422605665452561,0.0052133467696806,-0.253584232206956,-0.018041919640966,-0.1211369995901565,3.660930796260498,-0.5479491392718714,0.2417535930871963,
0.0364253520965576,-0.5539753293075866,0.3577159051606917,0.5085605383143806,-2.13713500978335,-0.7827999969421156,1.4943578291043949,-0.3890362204266248,-0.3563705272276448,-0.0071074536503974,-0.2585032368946898,-0.0102238900965963,-0.1055918983096476,3.6609160143085937,-0.5479410330401819,0.2415179461240768,
0.038478136062622,-0.5539745550099584,0.3577113280760228,0.5085763793323759,-2.1369383561029194,-0.7830529938748254,1.494220712699631,-0.1723539081983893,-0.3688205051073806,-0.0233457216940761,-0.2620780599342295,-0.0123529176820232,-0.1155396862437379,3.660930796260498,-0.547945801411764,0.2412626892328262,
0.0405282974243164,-0.5539722111351779,0.3577190085450748,0.5085577206968206,-2.1367681445282223,-0.7833024799792623,1.4940359885941823,-0.1818664728422417,-0.6069730176069654,-0.1786018479680366,-0.2522137930546924,-0.012494990205985,-0.1260864520615462,3.6609198290058593,-0.5479839483844202,0.2409730702638626,
0.0426008701324462,-0.5539847664222748,0.3576967833873887,0.5085739964981931,-2.136536659903712,-0.783610080607418,1.4939398098911876,-0.3649266381412849,-0.3091455979022089,0.1913117614505468,-0.2564812033898092,-0.0261192087116578,-0.1158021681017351,3.6608926492878417,-0.5479615370379847,0.2407208681106567,
0.0446536540985107,-0.5539827770247816,0.3576938389912812,0.5085770915970862,-2.136346221522094,-0.7838865595255067,1.4938605370317923,-0.3190994102533561,-0.6745765284164493,-0.0213665342251115,-0.2488729839679822,-0.0182518016439928,-0.1259086303769824,3.660923643703125,-0.5479028860675257,0.2404332607984542,
0.046699047088623,-0.5539723232390508,0.3577127573984746,0.5085572283125726,-2.136162649271419,-0.7841250131095443,1.4936296532638236,-0.2326538447067428,-0.5288464666610376,0.0030812518033518,-0.2469595635392873,-0.0155637835448458,-0.1219554281233246,3.6609012323566894,-0.5479648748980921,0.2401268035173416,
0.0487439632415771,-0.5539807352210426,0.3577021192104075,0.5085845013253295,-2.1359042003359425,-0.7844496001956951,1.4935083754065774,-0.4437622207819612,-0.8027551042750112,0.3140996903492286,-0.2548837622972177,-0.0233828660735876,-0.1188825749905439,3.660897894496582,-0.5479410330401819,0.2398391216993332,
0.050788402557373,-0.5539877888099125,0.3576887407349903,0.5085790598247258,-2.1356884964281604,-0.7847910265438109,1.4933648684783405,-0.3255747861342467,-0.8986529796189237,0.1050120844813154,-0.2487020600764914,-0.0216720956795312,-0.1181118812558753,3.660916491145752,-0.5479310194598597,0.2395006567239761,
0.0528292655944824,-0.5539830418700722,0.3576987233571612,0.5085934521421013,-2.135426499195295,-0.7850988254241817,1.493184152759018,-0.2952591884186653,-0.6605065510922186,0.2376442836210641,-0.2489470917307559,-0.0275812236789563,-0.1255295205344118,3.660905047053955,-0.5479310194598597,0.2391736656427383,
0.0548694133758544,-0.5539850266782675,0.3576943370039396,0.5085813448845196,-2.1351974476544178,-0.7854436053879326,1.492985983509238,-0.3211066114910578,-0.618936384205308,-0.0136770243145596,-0.2492149734436357,-0.0214067589359334,-0.1246924180889032,3.6609083849140633,-0.5479524771319788,0.2388073503971099,
0.0569100379943847,-0.5539872218424902,0.3576981581496746,0.5085813889664581,-2.1350010756022497,-0.7857326417719385,1.4928387667162073,-0.5035102420008333,-0.4962792707136391,0.2867648644505292,-0.246921994020409,-0.0295777515498611,-0.1202356511474325,3.6609360414692382,-0.5479491392718714,0.2384982854127884,
0.0589513778686523,-0.553974321661959,0.3577171634131555,0.5085689995221702,-2.134706310145956,-0.7860925800851304,1.4925910495664436,-0.3310774410764117,-0.6618213368912705,0.2164751621228881,-0.2491683716687026,-0.0257516321217327,-0.1206469031344114,3.660895987147949,-0.5479648748980921,0.2380775660276413,
0.0610561370849609,-0.5539820539075709,0.3577069228625869,0.5085726012190126,-2.134474500283894,-0.7864530176742425,1.4924630454068717,-0.2332550153607198,-0.9328478790909808,0.0418332491234627,-0.2470361971301492,-0.0205409284315123,-0.1200337732382898,3.6609360414692382,-0.5479310194598597,0.2377218306064605,
0.0631225109100341,-0.5539786500833688,0.3577054660172297,0.5085667971272145,-2.134219505577146,-0.7867983960796519,1.492254951502876,-0.4413186330395113,-0.6891699614544188,0.258204510311416,-0.2409120959499774,-0.03277867404347,-0.119574327665831,3.660923643703125,-0.5479491392718714,0.2373507767915725,
0.0652036666870117,-0.5539844688716764,0.3577083605109317,0.5085695285489742,-2.133970864690338,-0.7871718666428618,1.492083734325518,-0.3625047069410369,-0.8918486135048664,0.2347716109635434,-0.2385622658852847,-0.0254310188851034,-0.1285262226118173,3.6609670358845214,-0.5479343573199671,0.2369606047868728,
0.0672483444213867,-0.553982716442657,0.3577043416236209,0.5085645493018928,-2.133653170963712,-0.7875815526354603,1.491866743180351,-0.3316784156537511,-0.8009696920427194,0.3177354643470083,-0.2411027978626313,-0.0296438926658795,-0.124002981566044,3.6609198290058593,-0.5479343573199671,0.2365413904190063,
0.0692882537841796,-0.55398203347213,0.3576940456357957,0.5085814692951545,-2.133361800265829,-0.7879358453140376,1.4916969672189624,-0.2651078473098696,-1.1544689867959417,0.4014189714781959,-0.2337368496034008,-0.0312669279964335,-0.127454898177897,3.6608926492878417,-0.5479238669024866,0.2362001687288284,
