Timestamp,Pose_X,Pose_Y,Pose_Z,Pose_Rx,Pose_Ry,Pose_Rz,Force_X,Force_Y,Force_Z,Torque_X,Torque_Y,Torque_Z,Y
0.0020556449890136,-0.4019679938241456,0.5425520879641398,0.0116457000592895,3.0062714978188345,0.8382631892743688,-0.2177400459186652,0.0273819246686715,-0.1696133244222839,0.0941726829319659,0.0014410415651282,-0.0003081951190403,0.0022539999604944,0.0
0.0040888786315917,-0.4019501644391292,0.5425288254342752,0.0116159619810962,3.006195492361286,0.8381859118656592,-0.2177166063200346,-0.2395992640376416,-0.1274933639063178,0.1206530459538275,0.0022073645542211,-0.0025954787253664,0.0010939589308046,
0.0061073303222656,-0.401970371894425,0.5425304464992973,0.011639433941856,3.0062203648103134,0.8383193553439287,-0.2177184785645293,0.1235339862242129,0.1287548834210738,0.1476446690104382,-0.0024255522728592,0.0023163262772988,-0.0059756696944748,
0.0081334114074707,-0.4019511175311789,0.5425447474572996,0.0116420871805406,3.006200883137613,0.8384548576537116,-0.2176912918594443,-0.0526791715023694,-0.1475101472849057,-0.0289420402355509,-0.0107613796422929,-0.0039988839135181,-0.0642496592469456,
0.0101852416992187,-0.4019672759757954,0.5425132120518925,0.0116221522707099,3.0060396746458307,0.8388263398888102,-0.2177151244912984,0.1945483915457327,-0.2068010492997516,-0.048418033072715,-0.0139783177559987,0.001007431235026,-0.1190713961147933,
0.0122542381286621,-0.4019534138837649,0.5425452700859313,0.0116437039663436,3.006051249167938,0.8390859672007104,-0.217721860586913,-0.0343332617827491,-0.1813364665308105,0.0636293493628609,-0.0028491913464293,-0.0311290284670526,-0.2061961138914463,
0.0143108367919921,-0.4019784672718765,0.5425198154587972,0.0116353014594128,3.005942121208494,0.8394975598781514,-0.2177230544894447,0.2117897188276107,-0.5335739677865504,0.2387254152387275,-0.0136995016858425,-0.0369886714826386,-0.3034211446293472,
0.0163404941558837,-0.4019606183882914,0.5425379553150322,0.0116289710699692,3.00583052942158,0.8400335171629948,-0.2177124052943545,-0.0903764528324198,-0.2887711068594115,-0.1805572560667157,-0.0298045590168213,-0.0237055365198586,-0.3549503287174811,
0.0183823108673095,-0.401956872752972,0.5425271516896608,0.0116252301778031,3.005704321900156,0.8404368540285374,-0.2176970580449321,-0.3073835850423255,-0.3548171018766645,-0.1117604538002167,-0.0209361174783885,-0.0281280534940093,-0.3063441744004732,
0.0204224586486816,-0.4019628690017395,0.5425326379187977,0.011636479179885,3.005574427862914,0.8410930037968463,-0.2177455186696964,0.2633681911819192,-0.1632509869463978,0.0528159635489039,-0.0134233729464184,-0.0352976108062042,-0.3223568852534843,
0.0224919319152832,-0.4019494433359504,0.5425371523347027,0.0116311676770882,3.005415043109707,0.8416076212905911,-0.2177651805154712,0.1691556967252343,-0.2602873403667108,0.0116415051199923,-0.0135943160268403,-0.0390245550967943,-0.2960745452410095,
0.0245237350463867,-0.4019600843239501,0.542521766521346,0.0116291838317406,3.0052463112872885,0.842355184623168,-0.2177741564938514,-0.1286837938544337,-0.3689082811898491,-0.1917820651014292,-0.0144861951639065,-0.0322810891593278,-0.2985761953049284,
0.0265483856201171,-0.4019443902366589,0.5425478199428257,0.0116562102997469,3.005144664653345,0.8430203914697441,-0.2177686978597366,0.0545512457755204,-0.7313928536514723,-0.0330040854200806,-0.0100864610832483,-0.0372693446164536,-0.3070837774228188,
0.0285732746124267,-0.4019748915508144,0.5425251259548698,0.0116390103215884,3.0049144576013607,0.8439397832767384,-0.2177684521324474,0.0371190171711648,-0.5846043481955808,-0.0138112735990292,-0.0112586305837836,-0.0364945833001073,-0.3092473345714099,
0.0305984020233154,-0.4019539682820698,0.5425309344235841,0.0116243898049347,3.0047158484387824,0.8446714207195779,-0.2177438582447929,0.2211584321087648,-0.3465239250420492,-0.0519781002428124,-0.0257150384002067,-0.0359460397676299,-0.319361310935302,
0.032623291015625,-0.4019587700571508,0.5425211505781645,0.0116199262211588,3.004479989517797,0.8456109858076152,-0.2177684089709221,0.2217618021307608,-0.3080836072898721,-0.1878825412120688,-0.0147665958719116,-0.0422359431719271,-0.2910354010057218,
0.0346484184265136,-0.4019653218207485,0.5425111812012038,0.0116226949401867,3.004266800486667,0.8465423871500088,-0.2177910536656909,0.1897188504035877,-0.4478082600884839,-0.1004222702468614,-0.0140608952096691,-0.0399031015745024,-0.297805127290491,
